operation,kind,inputs,outputs,input_dimensions_um,output_dimensions_um,settings_json
maple-9-xmax,surface,maple-9-x1,maple-9-x2;maple-9-xmax-loss,"[107000, 370000, 27000]","{""maple-9-x2"": [106000, 370000, 27000], ""maple-9-xmax-loss"": [1000, 370000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-9-rip,cut,maple-9-x2,maple-9-pre;maple-9-rip-off,"[106000, 370000, 27000]","{""maple-9-pre"": [26000, 370000, 27000], ""maple-9-rip-off"": [77000, 370000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 29970000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-9-joint,surface,maple-9-pre,panel-1-strip-8;maple-9-joint-loss,"[26000, 370000, 27000]","{""maple-9-joint-loss"": [1000, 370000, 27000], ""panel-1-strip-8"": [25000, 370000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-10-separate,cut,maple-10,maple-10-window;maple-10-reserve,"[108000, 419000, 33000]","{""maple-10-reserve"": [108000, 21000, 33000], ""maple-10-window"": [108000, 395000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 395000, ""tool"": ""saw""}"
maple-10-end-min,cut,maple-10-window,maple-10-end1;maple-10-end-min-off,"[108000, 395000, 33000]","{""maple-10-end-min-off"": [108000, 8000, 33000], ""maple-10-end1"": [108000, 384000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 384000, ""tool"": ""saw""}"
maple-10-end-max,cut,maple-10-end1,maple-10-blank;maple-10-end-max-off,"[108000, 384000, 33000]","{""maple-10-blank"": [108000, 370000, 33000], ""maple-10-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 370000, ""tool"": ""saw""}"
maple-10-zmin,surface,maple-10-blank,maple-10-z1;maple-10-zmin-loss,"[108000, 370000, 33000]","{""maple-10-z1"": [108000, 370000, 30000], ""maple-10-zmin-loss"": [108000, 370000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-10-zmax,surface,maple-10-z1,maple-10-z2;maple-10-zmax-loss,"[108000, 370000, 30000]","{""maple-10-z2"": [108000, 370000, 27000], ""maple-10-zmax-loss"": [108000, 370000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-10-xmin,surface,maple-10-z2,maple-10-x1;maple-10-xmin-loss,"[108000, 370000, 27000]","{""maple-10-x1"": [107000, 370000, 27000], ""maple-10-xmin-loss"": [1000, 370000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-10-xmax,surface,maple-10-x1,maple-10-x2;maple-10-xmax-loss,"[107000, 370000, 27000]","{""maple-10-x2"": [106000, 370000, 27000], ""maple-10-xmax-loss"": [1000, 370000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-10-rip,cut,maple-10-x2,maple-10-pre;maple-10-rip-off,"[106000, 370000, 27000]","{""maple-10-pre"": [26000, 370000, 27000], ""maple-10-rip-off"": [77000, 370000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 29970000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-10-joint,surface,maple-10-pre,panel-1-strip-9;maple-10-joint-loss,"[26000, 370000, 27000]","{""maple-10-joint-loss"": [1000, 370000, 27000], ""panel-1-strip-9"": [25000, 370000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-11-separate,cut,maple-11,maple-11-window;maple-11-reserve,"[108000, 419000, 33000]","{""maple-11-reserve"": [108000, 21000, 33000], ""maple-11-window"": [108000, 395000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 395000, ""tool"": ""saw""}"
maple-11-end-min,cut,maple-11-window,maple-11-end1;maple-11-end-min-off,"[108000, 395000, 33000]","{""maple-11-end-min-off"": [108000, 8000, 33000], ""maple-11-end1"": [108000, 384000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 384000, ""tool"": ""saw""}"
maple-11-end-max,cut,maple-11-end1,maple-11-blank;maple-11-end-max-off,"[108000, 384000, 33000]","{""maple-11-blank"": [108000, 370000, 33000], ""maple-11-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 370000, ""tool"": ""saw""}"
maple-11-zmin,surface,maple-11-blank,maple-11-z1;maple-11-zmin-loss,"[108000, 370000, 33000]","{""maple-11-z1"": [108000, 370000, 30000], ""maple-11-zmin-loss"": [108000, 370000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-11-zmax,surface,maple-11-z1,maple-11-z2;maple-11-zmax-loss,"[108000, 370000, 30000]","{""maple-11-z2"": [108000, 370000, 27000], ""maple-11-zmax-loss"": [108000, 370000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-11-xmin,surface,maple-11-z2,maple-11-x1;maple-11-xmin-loss,"[108000, 370000, 27000]","{""maple-11-x1"": [107000, 370000, 27000], ""maple-11-xmin-loss"": [1000, 370000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-11-xmax,surface,maple-11-x1,maple-11-x2;maple-11-xmax-loss,"[107000, 370000, 27000]","{""maple-11-x2"": [106000, 370000, 27000], ""maple-11-xmax-loss"": [1000, 370000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-11-rip,cut,maple-11-x2,maple-11-pre;maple-11-rip-off,"[106000, 370000, 27000]","{""maple-11-pre"": [26000, 370000, 27000], ""maple-11-rip-off"": [77000, 370000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 29970000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-11-joint,surface,maple-11-pre,panel-1-strip-10;maple-11-joint-loss,"[26000, 370000, 27000]","{""maple-11-joint-loss"": [1000, 370000, 27000], ""panel-1-strip-10"": [25000, 370000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-12-separate,cut,maple-12,maple-12-window;maple-12-reserve,"[108000, 419000, 33000]","{""maple-12-reserve"": [108000, 21000, 33000], ""maple-12-window"": [108000, 395000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 395000, ""tool"": ""saw""}"
maple-12-end-min,cut,maple-12-window,maple-12-end1;maple-12-end-min-off,"[108000, 395000, 33000]","{""maple-12-end-min-off"": [108000, 8000, 33000], ""maple-12-end1"": [108000, 384000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 384000, ""tool"": ""saw""}"
maple-12-end-max,cut,maple-12-end1,maple-12-blank;maple-12-end-max-off,"[108000, 384000, 33000]","{""maple-12-blank"": [108000, 370000, 33000], ""maple-12-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 370000, ""tool"": ""saw""}"
maple-12-zmin,surface,maple-12-blank,maple-12-z1;maple-12-zmin-loss,"[108000, 370000, 33000]","{""maple-12-z1"": [108000, 370000, 30000], ""maple-12-zmin-loss"": [108000, 370000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-12-zmax,surface,maple-12-z1,maple-12-z2;maple-12-zmax-loss,"[108000, 370000, 30000]","{""maple-12-z2"": [108000, 370000, 27000], ""maple-12-zmax-loss"": [108000, 370000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-12-xmin,surface,maple-12-z2,maple-12-x1;maple-12-xmin-loss,"[108000, 370000, 27000]","{""maple-12-x1"": [107000, 370000, 27000], ""maple-12-xmin-loss"": [1000, 370000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-12-xmax,surface,maple-12-x1,maple-12-x2;maple-12-xmax-loss,"[107000, 370000, 27000]","{""maple-12-x2"": [106000, 370000, 27000], ""maple-12-xmax-loss"": [1000, 370000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-12-rip,cut,maple-12-x2,maple-12-pre;maple-12-rip-off,"[106000, 370000, 27000]","{""maple-12-pre"": [26000, 370000, 27000], ""maple-12-rip-off"": [77000, 370000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 29970000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-12-joint,surface,maple-12-pre,panel-1-strip-11;maple-12-joint-loss,"[26000, 370000, 27000]","{""maple-12-joint-loss"": [1000, 370000, 27000], ""panel-1-strip-11"": [25000, 370000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
panel-1-glue,glue,panel-1-strip-0;panel-1-strip-1;panel-1-strip-2;panel-1-strip-3;panel-1-strip-4;panel-1-strip-5;panel-1-strip-6;panel-1-strip-7;panel-1-strip-8;panel-1-strip-9;panel-1-strip-10;panel-1-strip-11,panel-1-raw,"{""panel-1-strip-0"": [25000, 370000, 27000], ""panel-1-strip-1"": [25000, 370000, 27000], ""panel-1-strip-10"": [25000, 370000, 27000], ""panel-1-strip-11"": [25000, 370000, 27000], ""panel-1-strip-2"": [25000, 370000, 27000], ""panel-1-strip-3"": [25000, 370000, 27000], ""panel-1-strip-4"": [25000, 370000, 27000], ""panel-1-strip-5"": [25000, 370000, 27000], ""panel-1-strip-6"": [25000, 370000, 27000], ""panel-1-strip-7"": [25000, 370000, 27000], ""panel-1-strip-8"": [25000, 370000, 27000], ""panel-1-strip-9"": [25000, 370000, 27000]}","{""panel-1-raw"": [300000, 370000, 27000]}","{""axis"": 0, ""joint_count"": 11, ""negligible_glue_line"": true, ""prepared_faces"": true, ""stage"": ""first""}"
panel-1-zmin,surface,panel-1-raw,panel-1-z1;panel-1-zmin-loss,"[300000, 370000, 27000]","{""panel-1-z1"": [300000, 370000, 26000], ""panel-1-zmin-loss"": [300000, 370000, 1000]}","{""amount_um"": 1000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
panel-1-zmax,surface,panel-1-z1,panel-1-flat;panel-1-zmax-loss,"[300000, 370000, 26000]","{""panel-1-flat"": [300000, 370000, 25000], ""panel-1-zmax-loss"": [300000, 370000, 1000]}","{""amount_um"": 1000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
panel-1-slice-0,cut,panel-1-flat,slice-0;panel-1-remainder-0,"[300000, 370000, 25000]","{""panel-1-remainder-0"": [300000, 335000, 25000], ""slice-0"": [300000, 32000, 25000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 22500000000000, ""retained_side"": ""min"", ""retained_um"": 32000, ""tool"": ""saw""}"
row-0-rotate,rotate,slice-0,row-0,"[300000, 32000, 25000]","{""row-0"": [300000, 25000, 32000]}","{""perm"": [0, 2, 1], ""sign"": [1, -1, 1]}"
panel-1-slice-1,cut,panel-1-remainder-0,slice-1;panel-1-remainder-1,"[300000, 335000, 25000]","{""panel-1-remainder-1"": [300000, 300000, 25000], ""slice-1"": [300000, 32000, 25000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 22500000000000, ""retained_side"": ""min"", ""retained_um"": 32000, ""tool"": ""saw""}"
row-1-rotate,rotate,slice-1,row-1,"[300000, 32000, 25000]","{""row-1"": [300000, 25000, 32000]}","{""perm"": [0, 2, 1], ""sign"": [1, -1, 1]}"
panel-1-slice-2,cut,panel-1-remainder-1,slice-8;panel-1-remainder-2,"[300000, 300000, 25000]","{""panel-1-remainder-2"": [300000, 265000, 25000], ""slice-8"": [300000, 32000, 25000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 22500000000000, ""retained_side"": ""min"", ""retained_um"": 32000, ""tool"": ""saw""}"
row-8-rotate,rotate,slice-8,row-8,"[300000, 32000, 25000]","{""row-8"": [300000, 25000, 32000]}","{""perm"": [0, 2, 1], ""sign"": [1, -1, 1]}"
panel-1-slice-3,cut,panel-1-remainder-2,slice-9;panel-1-remainder-3,"[300000, 265000, 25000]","{""panel-1-remainder-3"": [300000, 230000, 25000], ""slice-9"": [300000, 32000, 25000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 22500000000000, ""retained_side"": ""min"", ""retained_um"": 32000, ""tool"": ""saw""}"
row-9-rotate,rotate,slice-9,row-9,"[300000, 32000, 25000]","{""row-9"": [300000, 25000, 32000]}","{""perm"": [0, 2, 1], ""sign"": [1, -1, 1]}"
panel-1-slice-4,cut,panel-1-remainder-3,slice-10;panel-1-remainder-4,"[300000, 230000, 25000]","{""panel-1-remainder-4"": [300000, 195000, 25000], ""slice-10"": [300000, 32000, 25000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 22500000000000, ""retained_side"": ""min"", ""retained_um"": 32000, ""tool"": ""saw""}"
row-10-rotate,rotate,slice-10,row-10,"[300000, 32000, 25000]","{""row-10"": [300000, 25000, 32000]}","{""perm"": [0, 2, 1], ""sign"": [1, -1, 1]}"
panel-1-slice-5,cut,panel-1-remainder-4,slice-11;panel-1-remainder-5,"[300000, 195000, 25000]","{""panel-1-remainder-5"": [300000, 160000, 25000], ""slice-11"": [300000, 32000, 25000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 22500000000000, ""retained_side"": ""min"", ""retained_um"": 32000, ""tool"": ""saw""}"
row-11-rotate,rotate,slice-11,row-11,"[300000, 32000, 25000]","{""row-11"": [300000, 25000, 32000]}","{""perm"": [0, 2, 1], ""sign"": [1, -1, 1]}"
maple-13-separate,cut,maple-13,maple-13-window;maple-13-reserve,"[108000, 419000, 33000]","{""maple-13-reserve"": [108000, 126000, 33000], ""maple-13-window"": [108000, 290000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 290000, ""tool"": ""saw""}"
maple-13-end-min,cut,maple-13-window,maple-13-end1;maple-13-end-min-off,"[108000, 290000, 33000]","{""maple-13-end-min-off"": [108000, 8000, 33000], ""maple-13-end1"": [108000, 279000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 279000, ""tool"": ""saw""}"
maple-13-end-max,cut,maple-13-end1,maple-13-blank;maple-13-end-max-off,"[108000, 279000, 33000]","{""maple-13-blank"": [108000, 265000, 33000], ""maple-13-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 265000, ""tool"": ""saw""}"
maple-13-zmin,surface,maple-13-blank,maple-13-z1;maple-13-zmin-loss,"[108000, 265000, 33000]","{""maple-13-z1"": [108000, 265000, 30000], ""maple-13-zmin-loss"": [108000, 265000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-13-zmax,surface,maple-13-z1,maple-13-z2;maple-13-zmax-loss,"[108000, 265000, 30000]","{""maple-13-z2"": [108000, 265000, 27000], ""maple-13-zmax-loss"": [108000, 265000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-13-xmin,surface,maple-13-z2,maple-13-x1;maple-13-xmin-loss,"[108000, 265000, 27000]","{""maple-13-x1"": [107000, 265000, 27000], ""maple-13-xmin-loss"": [1000, 265000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-13-xmax,surface,maple-13-x1,maple-13-x2;maple-13-xmax-loss,"[107000, 265000, 27000]","{""maple-13-x2"": [106000, 265000, 27000], ""maple-13-xmax-loss"": [1000, 265000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-13-rip,cut,maple-13-x2,maple-13-pre;maple-13-rip-off,"[106000, 265000, 27000]","{""maple-13-pre"": [26000, 265000, 27000], ""maple-13-rip-off"": [77000, 265000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 21465000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
maple-13-joint,surface,maple-13-pre,panel-2-strip-0;maple-13-joint-loss,"[26000, 265000, 27000]","{""maple-13-joint-loss"": [1000, 265000, 27000], ""panel-2-strip-0"": [25000, 265000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-14-separate,cut,maple-14,maple-14-window;maple-14-reserve,"[108000, 419000, 33000]","{""maple-14-reserve"": [108000, 126000, 33000], ""maple-14-window"": [108000, 290000, 33000]}","{""axis"": 1, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 290000, ""tool"": ""saw""}"
maple-14-end-min,cut,maple-14-window,maple-14-end1;maple-14-end-min-off,"[108000, 290000, 33000]","{""maple-14-end-min-off"": [108000, 8000, 33000], ""maple-14-end1"": [108000, 279000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""max"", ""retained_um"": 279000, ""tool"": ""saw""}"
maple-14-end-max,cut,maple-14-end1,maple-14-blank;maple-14-end-max-off,"[108000, 279000, 33000]","{""maple-14-blank"": [108000, 265000, 33000], ""maple-14-end-max-off"": [108000, 11000, 33000]}","{""axis"": 1, ""category"": ""trim"", ""kerf_um"": 3000, ""kerf_volume_um3"": 10692000000000, ""retained_side"": ""min"", ""retained_um"": 265000, ""tool"": ""saw""}"
maple-14-zmin,surface,maple-14-blank,maple-14-z1;maple-14-zmin-loss,"[108000, 265000, 33000]","{""maple-14-z1"": [108000, 265000, 30000], ""maple-14-zmin-loss"": [108000, 265000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""min""}"
maple-14-zmax,surface,maple-14-z1,maple-14-z2;maple-14-zmax-loss,"[108000, 265000, 30000]","{""maple-14-z2"": [108000, 265000, 27000], ""maple-14-zmax-loss"": [108000, 265000, 3000]}","{""amount_um"": 3000, ""axis"": 2, ""category"": ""milling"", ""process"": ""thickness_planer"", ""side"": ""max""}"
maple-14-xmin,surface,maple-14-z2,maple-14-x1;maple-14-xmin-loss,"[108000, 265000, 27000]","{""maple-14-x1"": [107000, 265000, 27000], ""maple-14-xmin-loss"": [1000, 265000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""min""}"
maple-14-xmax,surface,maple-14-x1,maple-14-x2;maple-14-xmax-loss,"[107000, 265000, 27000]","{""maple-14-x2"": [106000, 265000, 27000], ""maple-14-xmax-loss"": [1000, 265000, 27000]}","{""amount_um"": 1000, ""axis"": 0, ""category"": ""milling"", ""process"": ""jointer"", ""side"": ""max""}"
maple-14-rip,cut,maple-14-x2,maple-14-pre;maple-14-rip-off,"[106000, 265000, 27000]","{""maple-14-pre"": [26000, 265000, 27000], ""maple-14-rip-off"": [77000, 265000, 27000]}","{""axis"": 0, ""category"": ""other_offcuts"", ""kerf_um"": 3000, ""kerf_volume_um3"": 21465000000000, ""retained_side"": ""min"", ""retained_um"": 26000, ""tool"": ""saw""}"
